"","age","workclass","educationnum","maritalstatus","occupation","sex","hoursperweek","X50k"
"2894",31," Private",16,"Married"," Exec-managerial",2,70,2
"2895",41," Private",12,"Married"," Transport-moving",2,35,1
"2896",22," gov",13,"NeverMarried"," Adm-clerical",1,40,1
"2897",43," Self-emp-not-inc",17,"Married"," Sales",2,60,1
"2898",41," gov",13,"NeverMarried"," Prof-specialty",2,40,1
"2899",27," Private",13,"Married"," Handlers-cleaners",1,35,1
"2900",41," gov",13,"Married"," Exec-managerial",2,40,1
"2901",36," Private",18,"DSW"," Prof-specialty",2,45,2
"2902",49," Private",16,"Married"," Adm-clerical",1,40,2
"2903",20," Private",12,"NeverMarried"," Handlers-cleaners",2,45,1
"2904",58," Self-emp-not-inc",12,"Married"," Other-service",1,45,1
"2905",35," Self-emp-not-inc",11,"NeverMarried"," Other-service",1,40,1
"2906",30," gov",12,"Married"," Protective-serv",2,40,2
"2907",21," Private",12,"NeverMarried"," Craft-repair",2,40,1
"2908",29," Private",15,"NeverMarried"," Machine-op-inspct",2,45,1
"2909",40," Private",12,"DSW"," Sales",1,40,1
"2910",54," gov",16,"NeverMarried"," Prof-specialty",1,40,2
"2911",35," Private",16,"Married"," Sales",2,60,2
"2912",35," Private",16,"Married"," Sales",2,50,1
"2913",40," Private",16,"Married"," Other-service",1,40,1
"2914",59," Private",12,"DSW"," Sales",1,40,1
"2915",43," Self-emp-inc",13,"Married"," Machine-op-inspct",2,50,1
"2916",39," Private",9,"Married"," Craft-repair",2,60,2
"2917",51," Private",7,"DSW"," Machine-op-inspct",1,30,1
"2918",71," Private",13,"NeverMarried"," Other-service",1,60,1
"2919",33," Private",11,"DSW"," Machine-op-inspct",1,40,1
"2920",28," Private",12,"DSW"," Other-service",2,35,1
"2921",30," Private",12,"Married"," Sales",2,40,1
"2922",20," Private",6,"Married"," Farming-fishing",2,40,1
"2923",51," Self-emp-inc",12,"Married"," Sales",2,50,1
"2924",39," Private",12,"Married"," Machine-op-inspct",1,40,2
"2925",62," Private",13,"Married"," Sales",2,40,2
"2926",37," Private",12,"NeverMarried"," Exec-managerial",2,60,1
"2927",28," Private",8,"NeverMarried"," Machine-op-inspct",2,50,1
"2928",23," Private",12,"NeverMarried"," Sales",2,48,1
"2929",39," Private",16,"Married"," Sales",1,30,1
"2930",50," Self-emp-inc",16,"DSW"," Sales",2,65,2
"2931",31," Private",7,"NeverMarried"," Craft-repair",2,40,1
"2932",45," gov",16,"Married"," Exec-managerial",2,50,2
"2933",47," Private",9,"DSW"," Machine-op-inspct",2,40,1
"2934",59," Private",12,"DSW"," Prof-specialty",1,18,1
"2935",32," Private",15,"Married"," Handlers-cleaners",2,40,1
"2936",49," Private",16,"Married"," Sales",2,55,2
"2937",74," gov",12,"DSW"," Other-service",2,17,1
"2938",22," Private",13,"NeverMarried"," Adm-clerical",2,35,1
"2939",32," Private",13,"Married"," Craft-repair",2,55,1
"2940",34," Private",16,"Married"," Farming-fishing",2,50,2
"2941",59," Private",16,"Married"," Craft-repair",2,60,2
"2942",36," Private",16,"Married"," Sales",2,50,2
"2943",59," Private",10,"DSW"," Adm-clerical",1,40,1
"2944",47," Self-emp-inc",16,"DSW"," Exec-managerial",2,70,2
"2945",53," gov",12,"Married"," Other-service",2,45,1
"2946",25," Self-emp-not-inc",13,"NeverMarried"," Craft-repair",2,35,1
"2947",44," Private",16,"DSW"," Adm-clerical",2,65,1
"2948",57," Self-emp-not-inc",18,"Married"," Sales",1,35,2
"2949",58," gov",9,"Married"," Transport-moving",2,40,1
"2950",39," Private",16,"Married"," Sales",2,40,1
"2951",45," Private",7,"DSW"," Machine-op-inspct",2,48,1
"2952",47," Private",16,"Married"," Exec-managerial",1,35,2
"2953",52," Private",12,"DSW"," Machine-op-inspct",1,40,1
"2954",34," Private",12,"NeverMarried"," Other-service",1,35,1
"2955",36," Self-emp-not-inc",7,"Married"," Craft-repair",2,35,1
"2956",41," Private",12,"Married"," Craft-repair",2,40,1
"2957",30," Private",13,"NeverMarried"," Prof-specialty",2,40,1
"2958",44," Private",16,"Married"," Exec-managerial",2,40,1
"2959",34," Private",13,"NeverMarried"," Other-service",1,40,1
"2960",41," Private",13,"DSW"," Other-service",2,40,1
"2961",29," Private",12,"NeverMarried"," Handlers-cleaners",2,40,1
"2962",25," Private",8,"NeverMarried"," Machine-op-inspct",2,48,1
"2963",42," gov",16,"DSW"," Prof-specialty",2,40,1
"2964",48," Private",13,"Married"," Sales",2,40,2
"2965",26," Private",14,"NeverMarried"," Sales",2,55,1
"2966",64," Self-emp-inc",12,"Married"," Adm-clerical",1,40,2
"2967",46," Self-emp-inc",16,"Married"," Sales",2,45,1
"2968",38," Private",16,"Married"," Exec-managerial",2,50,2
"2969",49," gov",10,"Married"," Adm-clerical",2,40,1
"2970",23," Private",13,"NeverMarried"," Sales",1,20,1
"2971",46," gov",16,"NeverMarried"," Prof-specialty",1,40,2
"2972",30," Private",12,"NeverMarried"," Handlers-cleaners",2,55,1
"2973",49," Self-emp-not-inc",12,"Married"," Craft-repair",2,40,2
"2974",44," Private",16,"Married"," Prof-specialty",2,50,2
"2975",31," Private",12,"DSW"," Craft-repair",2,50,1
"2976",19," Private",12,"NeverMarried"," Handlers-cleaners",2,50,1
"2977",45," Private",15,"DSW"," Prof-specialty",1,38,1
"2978",34," Private",16,"Married"," Prof-specialty",2,40,2
"2979",26," Private",12,"NeverMarried"," Craft-repair",2,40,1
"2980",38," Self-emp-not-inc",12,"Married"," Transport-moving",2,40,2
"2981",31," Private",13,"NeverMarried"," Adm-clerical",1,43,1
"2982",36," Self-emp-inc",15,"DSW"," Exec-managerial",2,50,1
"2983",31," Private",16,"Married"," Exec-managerial",2,60,2
"2984",30," Private",16,"Married"," Tech-support",2,40,1
"2985",37," Private",12,"Married"," Prof-specialty",2,40,2
"2986",30," Private",16,"NeverMarried"," Prof-specialty",2,50,2
"2987",73," Private",9,"DSW"," Other-service",1,10,1
"2988",38," gov",17,"Married"," Exec-managerial",2,40,2
"2989",30," Private",9,"NeverMarried"," Craft-repair",2,50,1
"2990",33," Private",12,"Married"," Craft-repair",2,50,2
"2991",52," gov",16,"Married"," Prof-specialty",2,40,2
"2992",58," Private",13,"DSW"," Adm-clerical",1,46,1
"2993",34," gov",17,"NeverMarried"," Prof-specialty",1,50,1
"2994",35," Private",12,"Married"," Craft-repair",2,40,1
"2995",59," gov",12,"Married"," Craft-repair",2,40,2
"2996",45," Private",16,"DSW"," Exec-managerial",1,40,1
"2997",27," Private",13,"NeverMarried"," Transport-moving",2,48,1
"2998",31," gov",19,"NeverMarried"," Prof-specialty",2,50,2
"2999",45," Private",13,"NeverMarried"," Farming-fishing",2,50,1
"3000",40," Private",12,"DSW"," Other-service",1,25,1
"3001",27," Private",18,"Married"," Adm-clerical",2,40,1
"3002",19," Private",12,"NeverMarried"," Other-service",2,20,1
"3003",29," Private",6,"NeverMarried"," Other-service",2,25,1
"3004",34," Self-emp-inc",13,"Married"," Farming-fishing",2,72,1
"3005",32," gov",15,"Married"," Craft-repair",2,40,1
"3006",49," Private",10,"Married"," Craft-repair",2,40,1
"3007",33," Private",10,"DSW"," Exec-managerial",1,40,2
"3008",62," Private",16,"Married"," Prof-specialty",2,50,2
"3009",39," Self-emp-not-inc",12,"Married"," Exec-managerial",2,40,1
"3010",43," Private",12,"DSW"," Exec-managerial",1,40,1
"3011",22," Private",13,"NeverMarried"," Tech-support",1,60,1
"3012",24," Private",12,"Married"," Transport-moving",2,45,1
"3013",25," Private",13,"NeverMarried"," Other-service",1,40,1
"3014",19," Private",13,"NeverMarried"," Sales",1,28,1
"3015",31," Private",15,"DSW"," Adm-clerical",1,41,1
"3016",53," Private",10,"DSW"," Craft-repair",1,40,1
"3017",47," Private",16,"Married"," Other-service",2,40,1
"3018",37," Private",12,"DSW"," Adm-clerical",1,45,1
"3019",50," Self-emp-not-inc",16,"DSW"," Exec-managerial",2,30,1
"3020",27," Private",13,"NeverMarried"," Sales",2,44,1
"3021",58," Private",12,"DSW"," Adm-clerical",1,40,1
"3022",43," Private",12,"Married"," Handlers-cleaners",2,40,1
"3023",39," Private",15,"Married"," Adm-clerical",2,40,1
"3024",36," Private",13,"NeverMarried"," Sales",1,35,1
"3025",56," Private",16,"Married"," Prof-specialty",2,50,1
"3026",26," Private",12,"Married"," Farming-fishing",2,55,1
"3027",23," Private",16,"NeverMarried"," Prof-specialty",1,38,1
"3028",47," Private",10,"NeverMarried"," Transport-moving",2,40,1
"3029",68," Private",11,"DSW"," Sales",1,30,1
"3030",47," gov",13,"NeverMarried"," Protective-serv",2,40,1
"3031",45," gov",13,"Married"," Tech-support",2,40,2
"3032",26," Private",13,"Married"," Exec-managerial",2,60,1
"3033",20," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"3034",46," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"3035",37," Private",15,"Married"," Tech-support",2,50,2
"3036",37," Private",13,"Married"," Craft-repair",2,45,1
"3037",43," Private",13,"Married"," Transport-moving",2,42,1
"3038",59," Private",17,"DSW"," Prof-specialty",1,40,1
"3039",39," Private",12,"DSW"," Adm-clerical",1,40,1
"3040",32," Private",13,"DSW"," Farming-fishing",1,54,1
"3041",63," Private",13,"Married"," Prof-specialty",2,16,1
"3042",45," Private",16,"Married"," Prof-specialty",2,60,2
"3043",59," Private",16,"DSW"," Adm-clerical",1,40,1
"3044",26," Private",12,"NeverMarried"," Tech-support",2,40,1
"3045",34," Private",12,"DSW"," Adm-clerical",1,40,1
"3046",41," Private",12,"Married"," Craft-repair",2,40,2
"3047",26," Private",12,"NeverMarried"," Handlers-cleaners",2,40,1
"3048",53," Private",12,"DSW"," Machine-op-inspct",1,40,1
"3049",33," Private",12,"Married"," Adm-clerical",1,35,2
"3050",46," Private",16,"Married"," Exec-managerial",2,50,2
"3051",31," Private",12,"DSW"," Craft-repair",1,40,1
"3052",24," Private",12,"DSW"," Other-service",2,40,1
"3053",57," gov",12,"DSW"," Adm-clerical",1,62,1
"3054",40," Private",12,"DSW"," Other-service",1,47,1
"3055",20," Private",13,"NeverMarried"," Adm-clerical",2,26,1
"3056",45," Private",10,"NeverMarried"," Machine-op-inspct",1,40,1
"3057",27," Private",14,"DSW"," Adm-clerical",1,40,1
"3058",36," Private",6,"Married"," Craft-repair",2,40,1
"3059",30," Private",12,"Married"," Craft-repair",2,40,1
"3060",36," Private",16,"Married"," Prof-specialty",1,40,2
"3061",25," Private",12,"Married"," Farming-fishing",2,40,1
"3062",31," Private",12,"Married"," Adm-clerical",1,40,1
"3063",49," Private",12,"Married"," Craft-repair",2,45,2
"3064",26," Private",10,"NeverMarried"," Handlers-cleaners",2,20,1
"3065",25," Private",16,"NeverMarried"," Prof-specialty",2,40,1
"3066",29," Private",14,"NeverMarried"," Adm-clerical",1,40,1
"3067",24," Private",13,"NeverMarried"," Adm-clerical",1,52,1
"3068",41," Private",12,"Married"," Adm-clerical",2,40,2
"3069",35," Private",17,"NeverMarried"," Exec-managerial",2,40,2
"3070",57," Self-emp-inc",16,"Married"," Sales",1,40,2
"3071",21," Private",10,"NeverMarried"," Priv-house-serv",1,40,1
"3072",29," Private",9,"NeverMarried"," Other-service",1,32,1
"3073",36," Private",13,"Married"," Exec-managerial",2,40,1
"3074",20," Private",13,"NeverMarried"," Adm-clerical",1,25,1
"3075",51," Private",16,"Married"," Exec-managerial",2,40,2
"3076",39," Private",10,"Married"," Machine-op-inspct",2,40,1
"3077",36," Private",16,"Married"," Exec-managerial",2,50,1
"3078",40," Self-emp-not-inc",18,"Married"," Prof-specialty",2,70,2
"3079",61," Private",12,"Married"," Exec-managerial",2,50,1
"3080",38," Private",18,"Married"," Prof-specialty",2,60,1
"3081",21," Private",12,"DSW"," Other-service",1,35,1
"3082",40," Private",12,"DSW"," Tech-support",1,40,1
"3083",46," Private",9,"Married"," Craft-repair",2,45,1
"3084",21," Private",13,"Married"," Craft-repair",2,54,1
"3085",35," Self-emp-not-inc",9,"Married"," Transport-moving",2,50,1
"3086",39," Private",16,"Married"," Sales",2,40,1
"3087",38," Self-emp-not-inc",12,"Married"," Craft-repair",2,60,1
"3088",30," Private",12,"DSW"," Adm-clerical",1,40,1
"3089",28," Private",8,"NeverMarried"," Machine-op-inspct",2,40,1
"3090",32," Private",16,"Married"," Exec-managerial",2,40,2
"3091",46," Self-emp-not-inc",14,"Married"," Craft-repair",2,40,2
"3092",40," Private",14,"Married"," Craft-repair",2,40,1
"3093",47," Private",12,"Married"," Machine-op-inspct",1,40,2
"3094",44," Private",9,"Married"," Transport-moving",2,40,1
"3095",38," Private",12,"Married"," Sales",2,40,1
"3096",46," Self-emp-not-inc",16,"Married"," Farming-fishing",2,40,2
"3097",51," Private",19,"Married"," Prof-specialty",2,60,2
"3098",45," Private",19,"DSW"," Prof-specialty",2,40,2
"3099",20," Private",13,"NeverMarried"," Other-service",1,20,1
"3100",44," Private",16,"Married"," Prof-specialty",2,45,1
"3101",33," Private",14,"Married"," Farming-fishing",2,45,1
"3102",18," Private",12,"NeverMarried"," Other-service",1,30,1
"3103",61," Self-emp-inc",18,"DSW"," Prof-specialty",2,40,2
"3104",50," gov",16,"NeverMarried"," Exec-managerial",1,40,1
"3105",47," gov",12,"NeverMarried"," Machine-op-inspct",2,40,1
"3106",34," Private",16,"Married"," Exec-managerial",2,50,2
"3107",53," Private",12,"Married"," Transport-moving",2,60,1
"3108",39," Self-emp-not-inc",13,"Married"," Craft-repair",2,40,1
"3109",58," Private",12,"Married"," Craft-repair",2,40,2
"3110",26," Private",10,"NeverMarried"," Farming-fishing",2,50,1
"3111",41," Private",6,"Married"," Adm-clerical",2,40,1
"3112",47," gov",13,"Married"," Exec-managerial",2,40,1
"3113",31," Private",14,"Married"," Machine-op-inspct",2,40,1
"3114",52," Private",13,"Married"," Exec-managerial",2,40,2
"3115",29," Private",15,"Married"," Sales",2,50,2
"3116",43," Private",8,"DSW"," Handlers-cleaners",1,50,1
"3117",42," gov",17,"Married"," Exec-managerial",2,40,2
"3118",35," Private",13,"NeverMarried"," Machine-op-inspct",1,30,1
"3119",41," Private",12,"Married"," Machine-op-inspct",2,40,1
"3120",34," Private",16,"Married"," Sales",2,60,2
"3121",52," Self-emp-not-inc",13,"Married"," Craft-repair",2,40,1
"3122",61," Private",13,"Married"," Craft-repair",2,40,1
"3123",39," gov",12,"DSW"," Exec-managerial",2,40,1
"3124",19," Private",13,"NeverMarried"," Sales",1,25,1
"3125",46," gov",16,"Married"," Exec-managerial",2,40,2
"3126",39," Private",13,"NeverMarried"," Exec-managerial",2,45,1
"3127",22," Private",13,"NeverMarried"," Other-service",2,50,1
"3128",30," gov",12,"DSW"," Adm-clerical",1,40,1
"3129",40," Private",14,"DSW"," Other-service",1,32,1
"3130",43," Private",16,"Married"," Prof-specialty",2,40,1
"3131",37," Private",6,"Married"," Farming-fishing",2,36,1
"3132",23," Private",15,"NeverMarried"," Other-service",2,20,1
"3133",39," gov",15,"DSW"," Prof-specialty",2,59,1
"3134",54," Private",17,"Married"," Sales",2,40,1
"3135",46," Self-emp-inc",13,"Married"," Sales",2,60,1
"3136",20," Private",13,"NeverMarried"," Transport-moving",1,40,1
"3137",50," Self-emp-not-inc",16,"Married"," Tech-support",1,50,2
"3138",17," Private",9,"NeverMarried"," Sales",1,15,1
"3139",36," Private",12,"Married"," Machine-op-inspct",2,40,1
"3140",37," Private",12,"Married"," Sales",2,45,1
"3141",53," Private",12,"DSW"," Other-service",1,38,1
"3142",50," Private",12,"Married"," Transport-moving",2,40,2
"3143",38," Private",12,"Married"," Craft-repair",2,40,1
"3144",63," Self-emp-not-inc",12,"Married"," Craft-repair",2,32,1
"3145",53," Private",12,"Married"," Craft-repair",2,50,2
"3146",23," Self-emp-inc",13,"NeverMarried"," Prof-specialty",2,50,1
"3147",20," Private",12,"NeverMarried"," Handlers-cleaners",2,43,1
"3148",46," Private",13,"Married"," Craft-repair",2,40,2
"3149",28," Private",9,"NeverMarried"," Other-service",2,40,1
"3150",59," Private",17,"DSW"," Prof-specialty",2,50,1
"3151",41," Private",16,"Married"," Exec-managerial",2,40,2
"3152",56," Private",11,"Married"," Craft-repair",2,40,1
"3153",50," Self-emp-not-inc",12,"Married"," Sales",2,55,2
"3154",31," gov",16,"NeverMarried"," Exec-managerial",1,50,1
"3155",41," Private",14,"DSW"," Sales",2,50,1
"3156",38," Private",16,"Married"," Prof-specialty",1,40,2
"3157",25," gov",15,"NeverMarried"," Adm-clerical",1,40,1
"3158",49," gov",16,"DSW"," Prof-specialty",1,40,1
"3159",39," Private",13,"NeverMarried"," Machine-op-inspct",2,40,1
"3160",21," Private",13,"NeverMarried"," Prof-specialty",1,25,1
"3161",35," Private",16,"Married"," Sales",2,40,1
"3162",38," Private",12,"Married"," Craft-repair",2,40,2
"3163",55," Private",7,"DSW"," Other-service",1,20,1
"3164",31," Private",12,"DSW"," Transport-moving",2,55,1
"3165",17," Self-emp-inc",10,"NeverMarried"," Prof-specialty",2,20,1
"3166",31," Private",16,"Married"," Adm-clerical",2,50,2
"3167",25," gov",16,"NeverMarried"," Prof-specialty",2,40,1
"3168",39," Private",17,"Married"," Exec-managerial",2,55,2
"3169",50," Private",7,"Married"," Machine-op-inspct",2,40,1
"3170",38," gov",16,"Married"," Prof-specialty",1,20,2
"3171",50," Private",13,"Married"," Sales",2,60,1
"3172",63," Private",9,"Married"," Exec-managerial",2,40,1
"3173",31," Private",12,"Married"," Transport-moving",2,50,1
"3174",23," Private",16,"NeverMarried"," Prof-specialty",1,40,1
"3175",18," Private",13,"NeverMarried"," Other-service",2,20,1
"3176",43," gov",16,"DSW"," Prof-specialty",1,48,1
"3177",34," Private",13,"Married"," Exec-managerial",2,50,2
"3178",18," Private",10,"NeverMarried"," Sales",2,35,1
"3179",46," Private",12,"Married"," Machine-op-inspct",2,40,2
"3180",35," Private",16,"NeverMarried"," Sales",1,40,2
"3181",46," gov",17,"NeverMarried"," Exec-managerial",1,38,1
"3182",59," Private",14,"Married"," Tech-support",2,40,2
"3183",31," Private",7,"NeverMarried"," Handlers-cleaners",1,30,1
"3184",27," Private",12,"DSW"," Sales",1,37,1
"3185",41," Private",17,"Married"," Prof-specialty",2,40,1
"3186",42," Private",12,"NeverMarried"," Craft-repair",2,40,1
"3187",55," Private",16,"Married"," Exec-managerial",2,40,2
"3188",44," Private",12,"NeverMarried"," Machine-op-inspct",1,40,1
"3189",26," Private",16,"NeverMarried"," Exec-managerial",1,50,1
"3190",36," Private",14,"Married"," Prof-specialty",1,40,2
"3191",69," Private",8,"Married"," Other-service",2,35,1
"3192",33," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"3193",30," Private",14,"Married"," Prof-specialty",2,40,1
"3194",35," Private",12,"Married"," Other-service",1,16,2
"3195",25," Private",16,"NeverMarried"," Exec-managerial",1,40,2
"3196",21," Private",13,"NeverMarried"," Other-service",2,40,1
"3197",18," Private",10,"NeverMarried"," Other-service",2,15,1
"3198",35," Self-emp-not-inc",13,"Married"," Craft-repair",2,60,2
"3199",20," Private",12,"Married"," Handlers-cleaners",2,50,1
"3200",26," Private",17,"Married"," Prof-specialty",2,40,1
"3201",46," Private",16,"Married"," Tech-support",2,40,1
"3202",31," Private",16,"NeverMarried"," Prof-specialty",1,36,1
"3203",40," Private",18,"Married"," Craft-repair",2,40,2
"3204",40," Private",12,"DSW"," Exec-managerial",1,52,1
"3205",31," Private",16,"NeverMarried"," Exec-managerial",1,40,1
"3206",32," Self-emp-not-inc",19,"Married"," Exec-managerial",2,40,1
"3207",23," Self-emp-not-inc",13,"DSW"," Adm-clerical",2,40,1
"3208",25," gov",17,"NeverMarried"," Protective-serv",2,40,1
"3209",37," Private",13,"Married"," Transport-moving",2,50,1
"3210",18," Private",13,"NeverMarried"," Sales",1,20,1
"3211",55," Private",12,"DSW"," Sales",1,38,1
"3212",52," Private",8,"DSW"," Craft-repair",1,40,1
"3213",26," Private",12,"NeverMarried"," Adm-clerical",1,40,1
"3214",37," Private",13,"NeverMarried"," Tech-support",2,40,2
"3215",39," Private",12,"DSW"," Exec-managerial",1,45,1
"3216",62," Self-emp-not-inc",16,"DSW"," Prof-specialty",1,40,2
"3217",47," Private",12,"Married"," Craft-repair",2,45,2
"3218",51," gov",16,"Married"," Protective-serv",2,40,2
